Species;Year;Quarter;Species Number;Age;M1;M2;M;F;Z;Stock Numbers;Catch numbers (1000);Mean Stock weight (kg);Catch Mean weight (kg);Yield (tonnes);Proportion Mature;Biomass (tonnes);Spawning Biomasss (tonnes)
Sole;1980;4;23;2;0.025;0;0.025;0.0416885;0.0666885;9403.68;0;0.14;0.001;0;0;1316.51;0
Sole;1980;4;23;3;0.025;0;0.025;0.11392;0.13892;18809.9;0;0.2;0.001;0;1;3761.97;3761.97
Sole;1980;4;23;4;0.025;0;0.025;0.127557;0.152557;25928.3;0;0.304;0.001;0;1;7882.21;7882.21
Sole;1980;4;23;5;0.025;0;0.025;0.12125;0.14625;11314.3;0;0.345;0.001;0;1;3903.42;3903.42
Sole;1980;4;23;6;0.025;0;0.025;0.108315;0.133315;2956.79;0;0.394;0.001;0;1;1164.98;1164.98
Sole;1980;4;23;7;0.025;0;0.025;0.0875281;0.112528;3973.45;0;0.489;0.001;0;1;1943.02;1943.02
Sole;1980;4;23;8;0.025;0;0.025;0.0875281;0.112528;2803.53;0;0.537;0.001;0;1;1505.5;1505.5
Sole;1980;4;23;9;0.025;0;0.025;0.0875281;0.112528;1120.25;0;0.579;0.001;0;1;648.627;648.627
Sole;1980;4;23;10;0.025;0;0.025;0.0875281;0.112528;2094.75;0;0.549;0.001;0;1;1150.02;1150.02
Sole;1981;1;23;1;0.025;0;0.025;0;0.025;141300;423;0.05;0.143;60.489;0;7065;0
Sole;1981;1;23;2;0.025;0;0.025;0.0525259;0.0775259;117052;29217;0.14;0.187;5463.58;0;16387.2;0
Sole;1981;1;23;3;0.025;0;0.025;0.143535;0.168535;8797.01;3259;0.2;0.226;736.534;1;1759.4;1759.4
Sole;1981;1;23;4;0.025;0;0.025;0.160717;0.185717;16370.2;6866;0.305;0.324;2224.58;1;4992.91;4992.91
Sole;1981;1;23;5;0.025;0;0.025;0.15277;0.17777;22259.7;8223;0.364;0.378;3108.29;1;8102.54;8102.54
Sole;1981;1;23;6;0.025;0;0.025;0.136473;0.161473;9774.87;3661;0.402;0.424;1552.26;1;3929.5;3929.5
Sole;1981;1;23;7;0.025;0;0.025;0.110282;0.135282;2587.75;948;0.454;0.442;419.016;1;1174.84;1174.84
Sole;1981;1;23;8;0.025;0;0.025;0.110282;0.135282;3550.56;886;0.522;0.516;457.176;1;1853.39;1853.39
Sole;1981;1;23;9;0.025;0;0.025;0.110282;0.135282;2505.16;766;0.561;0.542;415.172;1;1405.39;1405.39
Sole;1981;1;23;10;0.025;0;0.025;0.110282;0.135282;2872.84;908;0.52;0.63;572.04;1;1493.88;1493.88
Sole;1981;2;23;1;0.025;0;0.025;0;0.025;137811;0;0.05;0.001;0;0;6890.57;0
Sole;1981;2;23;2;0.025;0;0.025;0.048524;0.073524;108320;0;0.14;0.001;0;0;15164.8;0
Sole;1981;2;23;3;0.025;0;0.025;0.132599;0.157599;7432.61;0;0.2;0.001;0;1;1486.52;1486.52
Sole;1981;2;23;4;0.025;0;0.025;0.148472;0.173472;13595.6;0;0.305;0.001;0;1;4146.65;4146.65
Sole;1981;2;23;5;0.025;0;0.025;0.14113;0.16613;18634.4;0;0.364;0.001;0;1;6782.92;6782.92
Sole;1981;2;23;6;0.025;0;0.025;0.126075;0.151075;8317.33;0;0.402;0.001;0;1;3343.57;3343.57
Sole;1981;2;23;7;0.025;0;0.025;0.10188;0.12688;2260.32;0;0.454;0.001;0;1;1026.19;1026.19
Sole;1981;2;23;8;0.025;0;0.025;0.10188;0.12688;3101.31;0;0.522;0.001;0;1;1618.88;1618.88
Sole;1981;2;23;9;0.025;0;0.025;0.10188;0.12688;2188.18;0;0.561;0.001;0;1;1227.57;1227.57
Sole;1981;2;23;10;0.025;0;0.025;0.10188;0.12688;2509.34;0;0.52;0.001;0;1;1304.86;1304.86
Sole;1981;3;23;0;0.025;0;0.025;0;0.025;132124;0;0.005;0;0;0;660.619;0
Sole;1981;3;23;1;0.025;0;0.025;0;0.025;134409;0;0.05;0.001;0;0;6720.44;0
Sole;1981;3;23;2;0.025;0;0.025;0.0455225;0.0705225;100642;0;0.14;0.001;0;0;14089.8;0
Sole;1981;3;23;3;0.025;0;0.025;0.124397;0.149397;6348.88;0;0.2;0.001;0;1;1269.78;1269.78
Sole;1981;3;23;4;0.025;0;0.025;0.139288;0.164288;11430.4;0;0.305;0.001;0;1;3486.26;3486.26
Sole;1981;3;23;5;0.025;0;0.025;0.132401;0.157401;15782.1;0;0.364;0.001;0;1;5744.7;5744.7
Sole;1981;3;23;6;0.025;0;0.025;0.118277;0.143277;7151.1;0;0.402;0.001;0;1;2874.74;2874.74
Sole;1981;3;23;7;0.025;0;0.025;0.0955778;0.120578;1990.98;0;0.454;0.001;0;1;903.906;903.906
Sole;1981;3;23;8;0.025;0;0.025;0.0955778;0.120578;2731.76;0;0.522;0.001;0;1;1425.98;1425.98
Sole;1981;3;23;9;0.025;0;0.025;0.0955778;0.120578;1927.44;0;0.561;0.001;0;1;1081.29;1081.29
Sole;1981;3;23;10;0.025;0;0.025;0.0955778;0.120578;2210.32;0;0.52;0.001;0;1;1149.37;1149.37
Sole;1981;4;23;0;0.025;0;0.025;0;0.025;128862;0;0.035;0;0;0;4510.16;0
Sole;1981;4;23;1;0.025;0;0.025;0;0.025;131090;0;0.05;0.001;0;0;6554.51;0
Sole;1981;4;23;2;0.025;0;0.025;0.0416873;0.0666873;93788.6;0;0.14;0.001;0;0;13130.4;0
Sole;1981;4;23;3;0.025;0;0.025;0.113916;0.138916;5467.83;0;0.2;0.001;0;1;1093.57;1093.57
Sole;1981;4;23;4;0.025;0;0.025;0.127553;0.152553;9698.63;0;0.305;0.001;0;1;2958.08;2958.08
Sole;1981;4;23;5;0.025;0;0.025;0.121246;0.146246;13483.6;0;0.364;0.001;0;1;4908.05;4908.05
Sole;1981;4;23;6;0.025;0;0.025;0.108312;0.133312;6196.53;0;0.402;0.001;0;1;2491.01;2491.01
Sole;1981;4;23;7;0.025;0;0.025;0.0875254;0.112525;1764.82;0;0.454;0.001;0;1;801.229;801.229
Sole;1981;4;23;8;0.025;0;0.025;0.0875254;0.112525;2421.45;0;0.522;0.001;0;1;1264;1264
Sole;1981;4;23;9;0.025;0;0.025;0.0875254;0.112525;1708.49;0;0.561;0.001;0;1;958.465;958.465
Sole;1981;4;23;10;0.025;0;0.025;0.0875254;0.112525;1959.25;0;0.52;0.001;0;1;1018.81;1018.81
Sole;1982;1;23;1;0.025;0;0.025;0;0.025;125680;2660;0.05;0.141;375.06;0;6284;0
Sole;1982;1;23;2;0.025;0;0.025;0.0586179;0.0836179;127854;26435;0.14;0.188;4969.78;0;17899.5;0
Sole;1982;1;23;3;0.025;0;0.025;0.160182;0.185182;87738;45746;0.193;0.216;9881.14;1;16933.4;16933.4
Sole;1982;1;23;4;0.025;0;0.025;0.179357;0.204357;4758.66;1843;0.27;0.307;565.801;1;1284.84;1284.84
Sole;1982;1;23;5;0.025;0;0.025;0.170488;0.195488;8326.4;3535;0.359;0.371;1311.48;1;2989.18;2989.18
Sole;1982;1;23;6;0.025;0;0.025;0.152301;0.177301;11649.1;4789;0.411;0.409;1958.7;1;4787.79;4787.79
Sole;1982;1;23;7;0.025;0;0.025;0.123073;0.148073;5423.16;1678;0.429;0.437;733.286;1;2326.53;2326.53
Sole;1982;1;23;8;0.025;0;0.025;0.123073;0.148073;1577;615;0.476;0.491;301.965;1;750.652;750.652
Sole;1982;1;23;9;0.025;0;0.025;0.123073;0.148073;2163.75;605;0.583;0.58;350.9;1;1261.47;1261.47
Sole;1982;1;23;10;0.025;0;0.025;0.123073;0.148073;3277.4;1278;0.593;0.656;838.368;1;1943.5;1943.5
Sole;1982;2;23;1;0.025;0;0.025;0;0.025;122577;0;0.05;0.001;0;0;6128.85;0
Sole;1982;2;23;2;0.025;0;0.025;0.0541518;0.0791518;117598;0;0.14;0.001;0;0;16463.7;0
Sole;1982;2;23;3;0.025;0;0.025;0.147978;0.172978;72906.2;0;0.193;0.001;0;1;14070.9;14070.9
Sole;1982;2;23;4;0.025;0;0.025;0.165692;0.190692;3879.12;0;0.27;0.001;0;1;1047.36;1047.36
Sole;1982;2;23;5;0.025;0;0.025;0.157499;0.182499;6847.91;0;0.359;0.001;0;1;2458.4;2458.4
Sole;1982;2;23;6;0.025;0;0.025;0.140697;0.165697;9756.47;0;0.411;0.001;0;1;4009.91;4009.91
Sole;1982;2;23;7;0.025;0;0.025;0.113696;0.138696;4676.76;0;0.429;0.001;0;1;2006.33;2006.33
Sole;1982;2;23;8;0.025;0;0.025;0.113696;0.138696;1359.96;0;0.476;0.001;0;1;647.339;647.339
Sole;1982;2;23;9;0.025;0;0.025;0.113696;0.138696;1865.95;0;0.583;0.001;0;1;1087.85;1087.85
Sole;1982;2;23;10;0.025;0;0.025;0.113696;0.138696;2826.33;0;0.593;0.001;0;1;1676.01;1676.01
Sole;1982;3;23;0;0.025;0;0.025;0;0.025;139244;0;0.005;0;0;0;696.22;0
Sole;1982;3;23;1;0.025;0;0.025;0;0.025;119551;0;0.05;0.001;0;0;5977.53;0
Sole;1982;3;23;2;0.025;0;0.025;0.0508022;0.0758022;108648;0;0.14;0.001;0;0;15210.8;0
Sole;1982;3;23;3;0.025;0;0.025;0.138824;0.163824;61325.5;0;0.193;0.001;0;1;11835.8;11835.8
Sole;1982;3;23;4;0.025;0;0.025;0.155443;0.180443;3205.66;0;0.27;0.001;0;1;865.527;865.527
Sole;1982;3;23;5;0.025;0;0.025;0.147757;0.172757;5705.58;0;0.359;0.001;0;1;2048.3;2048.3
Sole;1982;3;23;6;0.025;0;0.025;0.131994;0.156994;8266.68;0;0.411;0.001;0;1;3397.61;3397.61
Sole;1982;3;23;7;0.025;0;0.025;0.106663;0.131663;4071.08;0;0.429;0.001;0;1;1746.5;1746.5
Sole;1982;3;23;8;0.025;0;0.025;0.106663;0.131663;1183.83;0;0.476;0.001;0;1;563.504;563.504
Sole;1982;3;23;9;0.025;0;0.025;0.106663;0.131663;1624.29;0;0.583;0.001;0;1;946.964;946.964
Sole;1982;3;23;10;0.025;0;0.025;0.106663;0.131663;2460.3;0;0.593;0.001;0;1;1458.96;1458.96
Sole;1982;4;23;0;0.025;0;0.025;0;0.025;135806;0;0.035;0;0;0;4753.22;0
Sole;1982;4;23;1;0.025;0;0.025;0;0.025;116599;0;0.05;0.001;0;0;5829.94;0
Sole;1982;4;23;2;0.025;0;0.025;0.0465222;0.0715222;100717;0;0.14;0.001;0;0;14100.4;0
Sole;1982;4;23;3;0.025;0;0.025;0.127129;0.152129;52058.7;0;0.193;0.001;0;1;10047.3;10047.3
Sole;1982;4;23;4;0.025;0;0.025;0.142347;0.167347;2676.4;0;0.27;0.001;0;1;722.629;722.629
Sole;1982;4;23;5;0.025;0;0.025;0.135308;0.160308;4800.35;0;0.359;0.001;0;1;1723.32;1723.32
Sole;1982;4;23;6;0.025;0;0.025;0.120874;0.145874;7065.6;0;0.411;0.001;0;1;2903.96;2903.96
Sole;1982;4;23;7;0.025;0;0.025;0.0976767;0.122677;3568.86;0;0.429;0.001;0;1;1531.04;1531.04
Sole;1982;4;23;8;0.025;0;0.025;0.0976767;0.122677;1037.79;0;0.476;0.001;0;1;493.988;493.988
Sole;1982;4;23;9;0.025;0;0.025;0.0976767;0.122677;1423.92;0;0.583;0.001;0;1;830.143;830.143
Sole;1982;4;23;10;0.025;0;0.025;0.0976767;0.122677;2156.79;0;0.593;0.001;0;1;1278.97;1278.97
Sole;1983;1;23;1;0.025;0;0.025;0;0.025;132453;389;0.05;0.134;52.126;0;6622.65;0
Sole;1983;1;23;2;0.025;0;0.025;0.055231;0.080231;113720;34408;0.14;0.182;6262.26;0;15920.8;0
Sole;1983;1;23;3;0.025;0;0.025;0.150926;0.175926;93765;41386;0.2;0.217;8980.76;1;18753;18753
Sole;1983;1;23;4;0.025;0;0.025;0.168994;0.193994;44712.1;21189;0.285;0.301;6377.89;1;12742.9;12742.9
Sole;1983;1;23;5;0.025;0;0.025;0.160637;0.185637;2263.99;624;0.329;0.389;242.736;1;744.851;744.851
Sole;1983;1;23;6;0.025;0;0.025;0.143501;0.168501;4089.32;1378;0.435;0.416;573.248;1;1778.86;1778.86
Sole;1983;1;23;7;0.025;0;0.025;0.115961;0.140961;6106.57;1950;0.464;0.467;910.65;1;2833.45;2833.45
Sole;1983;1;23;8;0.025;0;0.025;0.115961;0.140961;3156.83;978;0.483;0.489;478.242;1;1524.75;1524.75
Sole;1983;1;23;9;0.025;0;0.025;0.115961;0.140961;917.976;386;0.51;0.505;194.93;1;468.168;468.168
Sole;1983;1;23;10;0.025;0;0.025;0.115961;0.140961;3167.31;1176;0.583;0.642;754.992;1;1846.54;1846.54
Sole;1983;2;23;1;0.025;0;0.025;0;0.025;129183;0;0.05;0.001;0;0;6459.14;0
Sole;1983;2;23;2;0.025;0;0.025;0.0510229;0.0760229;104953;0;0.14;0.001;0;0;14693.4;0
Sole;1983;2;23;3;0.025;0;0.025;0.139427;0.164427;78638.8;0;0.2;0.001;0;1;15727.8;15727.8
Sole;1983;2;23;4;0.025;0;0.025;0.156118;0.181118;36827.7;0;0.285;0.001;0;1;10495.9;10495.9
Sole;1983;2;23;5;0.025;0;0.025;0.148398;0.173398;1880.41;0;0.329;0.001;0;1;618.655;618.655
Sole;1983;2;23;6;0.025;0;0.025;0.132568;0.157568;3455.19;0;0.435;0.001;0;1;1503.01;1503.01
Sole;1983;2;23;7;0.025;0;0.025;0.107126;0.132126;5303.69;0;0.464;0.001;0;1;2460.91;2460.91
Sole;1983;2;23;8;0.025;0;0.025;0.107126;0.132126;2741.78;0;0.483;0.001;0;1;1324.28;1324.28
Sole;1983;2;23;9;0.025;0;0.025;0.107126;0.132126;797.284;0;0.51;0.001;0;1;406.615;406.615
Sole;1983;2;23;10;0.025;0;0.025;0.107126;0.132126;2750.88;0;0.583;0.001;0;1;1603.76;1603.76
Sole;1983;3;23;0;0.025;0;0.025;0;0.025;73087.6;0;0.005;0;0;0;365.438;0
Sole;1983;3;23;1;0.025;0;0.025;0;0.025;125993;0;0.05;0.001;0;0;6299.66;0
Sole;1983;3;23;2;0.025;0;0.025;0.0478668;0.0728668;97269.5;0;0.14;0.001;0;0;13617.7;0
Sole;1983;3;23;3;0.025;0;0.025;0.130803;0.155803;66715.5;0;0.2;0.001;0;1;13343.1;13343.1
Sole;1983;3;23;4;0.025;0;0.025;0.146461;0.171461;30726.7;0;0.285;0.001;0;1;8757.11;8757.11
Sole;1983;3;23;5;0.025;0;0.025;0.139219;0.164219;1581.05;0;0.329;0.001;0;1;520.167;520.167
Sole;1983;3;23;6;0.025;0;0.025;0.124368;0.149368;2951.49;0;0.435;0.001;0;1;1283.9;1283.9
Sole;1983;3;23;7;0.025;0;0.025;0.1005;0.1255;4647.26;0;0.464;0.001;0;1;2156.33;2156.33
Sole;1983;3;23;8;0.025;0;0.025;0.1005;0.1255;2402.43;0;0.483;0.001;0;1;1160.38;1160.38
Sole;1983;3;23;9;0.025;0;0.025;0.1005;0.1255;698.604;0;0.51;0.001;0;1;356.288;356.288
Sole;1983;3;23;10;0.025;0;0.025;0.1005;0.1255;2410.4;0;0.583;0.001;0;1;1405.27;1405.27
Sole;1983;4;23;0;0.025;0;0.025;0;0.025;71283.1;0;0.035;0;0;0;2494.91;0
Sole;1983;4;23;1;0.025;0;0.025;0;0.025;122882;0;0.05;0.001;0;0;6144.12;0
Sole;1983;4;23;2;0.025;0;0.025;0.0438341;0.0688341;90433.8;0;0.14;0.001;0;0;12660.7;0
Sole;1983;4;23;3;0.025;0;0.025;0.119783;0.144783;57090.3;0;0.2;0.001;0;1;11418.1;11418.1
Sole;1983;4;23;4;0.025;0;0.025;0.134122;0.159122;25885.2;0;0.285;0.001;0;1;7377.27;7377.27
Sole;1983;4;23;5;0.025;0;0.025;0.12749;0.15249;1341.61;0;0.329;0.001;0;1;441.39;441.39
Sole;1983;4;23;6;0.025;0;0.025;0.11389;0.13889;2541.98;0;0.435;0.001;0;1;1105.76;1105.76
Sole;1983;4;23;7;0.025;0;0.025;0.0920329;0.117033;4099.14;0;0.464;0.001;0;1;1902;1902
Sole;1983;4;23;8;0.025;0;0.025;0.0920329;0.117033;2119.08;0;0.483;0.001;0;1;1023.52;1023.52
Sole;1983;4;23;9;0.025;0;0.025;0.0920329;0.117033;616.208;0;0.51;0.001;0;1;314.266;314.266
Sole;1983;4;23;10;0.025;0;0.025;0.0920329;0.117033;2126.11;0;0.583;0.001;0;1;1239.52;1239.52
Sole;1984;1;23;1;0.025;0;0.025;0;0.025;69523.1;191;0.05;0.153;29.223;0;3476.16;0
Sole;1984;1;23;2;0.025;0;0.025;0.0627872;0.0877872;119849;30734;0.14;0.171;5255.51;0;16778.8;0
Sole;1984;1;23;3;0.025;0;0.025;0.171575;0.196575;84418.3;43931;0.203;0.221;9708.75;1;17136.9;17136.9
Sole;1984;1;23;4;0.025;0;0.025;0.192114;0.217114;49395.1;22554;0.268;0.286;6450.44;1;13237.9;13237.9
Sole;1984;1;23;5;0.025;0;0.025;0.182614;0.207614;22077.3;8791;0.348;0.361;3173.55;1;7682.89;7682.89
Sole;1984;1;23;6;0.025;0;0.025;0.163134;0.188134;1151.86;741;0.386;0.386;286.026;1;444.62;444.62
Sole;1984;1;23;7;0.025;0;0.025;0.131826;0.156826;2212.35;854;0.488;0.465;397.11;1;1079.62;1079.62
Sole;1984;1;23;8;0.025;0;0.025;0.131826;0.156826;3646.41;1043;0.591;0.555;578.865;1;2155.03;2155.03
Sole;1984;1;23;9;0.025;0;0.025;0.131826;0.156826;1885.04;524;0.567;0.575;301.3;1;1068.82;1068.82
Sole;1984;1;23;10;0.025;0;0.025;0.131826;0.156826;2439.45;894;0.559;0.634;566.796;1;1363.65;1363.65
Sole;1984;2;23;1;0.025;0;0.025;0;0.025;67806.6;0;0.05;0.001;0;0;3390.33;0
Sole;1984;2;23;2;0.025;0;0.025;0.0580034;0.0830034;109776;0;0.14;0.001;0;0;15368.6;0
Sole;1984;2;23;3;0.025;0;0.025;0.158503;0.183503;69353;0;0.203;0.001;0;1;14078.7;14078.7
Sole;1984;2;23;4;0.025;0;0.025;0.177477;0.202477;39755.1;0;0.268;0.001;0;1;10654.4;10654.4
Sole;1984;2;23;5;0.025;0;0.025;0.168701;0.193701;17938.2;0;0.348;0.001;0;1;6242.5;6242.5
Sole;1984;2;23;6;0.025;0;0.025;0.150705;0.175705;954.324;0;0.386;0.001;0;1;368.369;368.369
Sole;1984;2;23;7;0.025;0;0.025;0.121782;0.146782;1891.23;0;0.488;0.001;0;1;922.92;922.92
Sole;1984;2;23;8;0.025;0;0.025;0.121782;0.146782;3117.15;0;0.591;0.001;0;1;1842.23;1842.23
Sole;1984;2;23;9;0.025;0;0.025;0.121782;0.146782;1611.43;0;0.567;0.001;0;1;913.682;913.682
Sole;1984;2;23;10;0.025;0;0.025;0.121782;0.146782;2085.37;0;0.559;0.001;0;1;1165.72;1165.72
Sole;1984;3;23;0;0.025;0;0.025;0;0.025;86164.4;0;0.005;0;0;0;430.822;0
Sole;1984;3;23;1;0.025;0;0.025;0;0.025;66132.4;0;0.05;0.001;0;0;3306.62;0
Sole;1984;3;23;2;0.025;0;0.025;0.0544156;0.0794156;101032;0;0.14;0.001;0;0;14144.5;0
Sole;1984;3;23;3;0.025;0;0.025;0.148698;0.173698;57726;0;0.203;0.001;0;1;11718.4;11718.4
Sole;1984;3;23;4;0.025;0;0.025;0.166499;0.191499;32468.2;0;0.268;0.001;0;1;8701.48;8701.48
Sole;1984;3;23;5;0.025;0;0.025;0.158266;0.183266;14779.4;0;0.348;0.001;0;1;5143.22;5143.22
Sole;1984;3;23;6;0.025;0;0.025;0.141383;0.166383;800.55;0;0.386;0.001;0;1;309.012;309.012
Sole;1984;3;23;7;0.025;0;0.025;0.114249;0.139249;1633.04;0;0.488;0.001;0;1;796.924;796.924
Sole;1984;3;23;8;0.025;0;0.025;0.114249;0.139249;2691.6;0;0.591;0.001;0;1;1590.73;1590.73
Sole;1984;3;23;9;0.025;0;0.025;0.114249;0.139249;1391.44;0;0.567;0.001;0;1;788.948;788.948
Sole;1984;3;23;10;0.025;0;0.025;0.114249;0.139249;1800.68;0;0.559;0.001;0;1;1006.58;1006.58
Sole;1984;4;23;0;0.025;0;0.025;0;0.025;84037;0;0.035;0;0;0;2941.3;0
Sole;1984;4;23;1;0.025;0;0.025;0;0.025;64499.6;0;0.05;0.001;0;0;3224.98;0
Sole;1984;4;23;2;0.025;0;0.025;0.0498311;0.0748311;93318.9;0;0.14;0.001;0;0;13064.6;0
Sole;1984;4;23;3;0.025;0;0.025;0.136171;0.161171;48521.6;0;0.203;0.001;0;1;9849.88;9849.88
Sole;1984;4;23;4;0.025;0;0.025;0.152471;0.177471;26809.7;0;0.268;0.001;0;1;7184.99;7184.99
Sole;1984;4;23;5;0.025;0;0.025;0.144932;0.169932;12304.5;0;0.348;0.001;0;1;4281.97;4281.97
Sole;1984;4;23;6;0.025;0;0.025;0.129471;0.154471;677.843;0;0.386;0.001;0;1;261.648;261.648
Sole;1984;4;23;7;0.025;0;0.025;0.104624;0.129624;1420.76;0;0.488;0.001;0;1;693.333;693.333
Sole;1984;4;23;8;0.025;0;0.025;0.104624;0.129624;2341.72;0;0.591;0.001;0;1;1383.96;1383.96
Sole;1984;4;23;9;0.025;0;0.025;0.104624;0.129624;1210.57;0;0.567;0.001;0;1;686.393;686.393
Sole;1984;4;23;10;0.025;0;0.025;0.104624;0.129624;1566.61;0;0.559;0.001;0;1;875.734;875.734
Sole;1985;1;23;1;0.025;0;0.025;0;0.025;81962.1;165;0.05;0.122;20.13;0;4098.11;0
Sole;1985;1;23;2;0.025;0;0.025;0.0594417;0.0844417;62907.1;16618;0.14;0.187;3107.57;0;8807;0
Sole;1985;1;23;3;0.025;0;0.025;0.162433;0.187433;86590.6;43213;0.185;0.216;9334.01;1;16019.3;16019.3
Sole;1985;1;23;4;0.025;0;0.025;0.181878;0.206878;41299;20286;0.267;0.288;5842.37;1;11026.8;11026.8
Sole;1985;1;23;5;0.025;0;0.025;0.172884;0.197884;22450;9403;0.324;0.357;3356.87;1;7273.8;7273.8
Sole;1985;1;23;6;0.025;0;0.025;0.154442;0.179442;10381.6;3556;0.381;0.427;1518.41;1;3955.39;3955.39
Sole;1985;1;23;7;0.025;0;0.025;0.124802;0.149802;580.822;209;0.38;0.447;93.423;1;220.712;220.712
Sole;1985;1;23;8;0.025;0;0.025;0.124802;0.149802;1248.04;379;0.626;0.544;206.176;1;781.27;781.27
Sole;1985;1;23;9;0.025;0;0.025;0.124802;0.149802;2057.03;637;0.554;0.612;389.844;1;1139.59;1139.59
Sole;1985;1;23;10;0.025;0;0.025;0.124802;0.149802;2439.54;975;0.589;0.645;628.875;1;1436.89;1436.89
Sole;1985;2;23;1;0.025;0;0.025;0;0.025;79938.5;0;0.05;0.001;0;0;3996.92;0
Sole;1985;2;23;2;0.025;0;0.025;0.0549128;0.0799128;57813.2;0;0.14;0.001;0;0;8093.85;0
Sole;1985;2;23;3;0.025;0;0.025;0.150057;0.175057;71790.9;0;0.185;0.001;0;1;13281.3;13281.3
Sole;1985;2;23;4;0.025;0;0.025;0.16802;0.19302;33581;0;0.267;0.001;0;1;8966.13;8966.13
Sole;1985;2;23;5;0.025;0;0.025;0.159712;0.184712;18419.4;0;0.324;0.001;0;1;5967.9;5967.9
Sole;1985;2;23;6;0.025;0;0.025;0.142675;0.167675;8676.28;0;0.381;0.001;0;1;3305.66;3305.66
Sole;1985;2;23;7;0.025;0;0.025;0.115293;0.140293;500.017;0;0.38;0.001;0;1;190.007;190.007
Sole;1985;2;23;8;0.025;0;0.025;0.115293;0.140293;1074.41;0;0.626;0.001;0;1;672.579;672.579
Sole;1985;2;23;9;0.025;0;0.025;0.115293;0.140293;1770.85;0;0.554;0.001;0;1;981.051;981.051
Sole;1985;2;23;10;0.025;0;0.025;0.115293;0.140293;2100.15;0;0.589;0.001;0;1;1236.99;1236.99
Sole;1985;3;23;0;0.025;0;0.025;0;0.025;134662;0;0.005;0;0;0;673.308;0
Sole;1985;3;23;1;0.025;0;0.025;0;0.025;77964.8;0;0.05;0.001;0;0;3898.24;0
Sole;1985;3;23;2;0.025;0;0.025;0.0515161;0.0765161;53373;0;0.14;0.001;0;0;7472.22;0
Sole;1985;3;23;3;0.025;0;0.025;0.140775;0.165775;60262;0;0.185;0.001;0;1;11148.5;11148.5
Sole;1985;3;23;4;0.025;0;0.025;0.157627;0.182627;27686.4;0;0.267;0.001;0;1;7392.26;7392.26
Sole;1985;3;23;5;0.025;0;0.025;0.149833;0.174833;15312.9;0;0.324;0.001;0;1;4961.38;4961.38
Sole;1985;3;23;6;0.025;0;0.025;0.133849;0.158849;7336.92;0;0.381;0.001;0;1;2795.37;2795.37
Sole;1985;3;23;7;0.025;0;0.025;0.108162;0.133162;434.567;0;0.38;0.001;0;1;165.135;165.135
Sole;1985;3;23;8;0.025;0;0.025;0.108162;0.133162;933.77;0;0.626;0.001;0;1;584.54;584.54
Sole;1985;3;23;9;0.025;0;0.025;0.108162;0.133162;1539.05;0;0.554;0.001;0;1;852.635;852.635
Sole;1985;3;23;10;0.025;0;0.025;0.108162;0.133162;1825.25;0;0.589;0.001;0;1;1075.07;1075.07
Sole;1985;4;23;0;0.025;0;0.025;0;0.025;131337;0;0.035;0;0;0;4596.79;0
Sole;1985;4;23;1;0.025;0;0.025;0;0.025;76039.8;0;0.05;0.001;0;0;3801.99;0
Sole;1985;4;23;2;0.025;0;0.025;0.0471759;0.0721759;49441.4;0;0.14;0.001;0;0;6921.8;0
Sole;1985;4;23;3;0.025;0;0.025;0.128915;0.153915;51056.2;0;0.185;0.001;0;1;9445.39;9445.39
Sole;1985;4;23;4;0.025;0;0.025;0.144347;0.169347;23064.9;0;0.267;0.001;0;1;6158.33;6158.33
Sole;1985;4;23;5;0.025;0;0.025;0.13721;0.16221;12856.7;0;0.324;0.001;0;1;4165.56;4165.56
Sole;1985;4;23;6;0.025;0;0.025;0.122573;0.147573;6259.31;0;0.381;0.001;0;1;2384.8;2384.8
Sole;1985;4;23;7;0.025;0;0.025;0.0990493;0.124049;380.386;0;0.38;0.001;0;1;144.547;144.547
Sole;1985;4;23;8;0.025;0;0.025;0.0990493;0.124049;817.351;0;0.626;0.001;0;1;511.662;511.662
Sole;1985;4;23;9;0.025;0;0.025;0.0990493;0.124049;1347.17;0;0.554;0.001;0;1;746.331;746.331
Sole;1985;4;23;10;0.025;0;0.025;0.0990493;0.124049;1597.68;0;0.589;0.001;0;1;941.035;941.035
Sole;1986;1;23;1;0.025;0;0.025;0;0.025;128094;374;0.05;0.135;50.49;0;6404.7;0
Sole;1986;1;23;2;0.025;0;0.025;0.0692006;0.0942006;74162.4;9363;0.14;0.179;1675.98;0;10382.7;0
Sole;1986;1;23;3;0.025;0;0.025;0.189101;0.214101;45998.7;18497;0.191;0.213;3939.86;1;8785.75;8785.75
Sole;1986;1;23;4;0.025;0;0.025;0.211738;0.236738;43772.7;17702;0.279;0.299;5292.9;1;12212.6;12212.6
Sole;1986;1;23;5;0.025;0;0.025;0.201268;0.226268;19471.8;7747;0.346;0.357;2765.68;1;6737.23;6737.23
Sole;1986;1;23;6;0.025;0;0.025;0.179797;0.204797;10931.5;5515;0.425;0.407;2244.61;1;4645.9;4645.9
Sole;1986;1;23;7;0.025;0;0.025;0.145292;0.170292;5400.53;2270;0.498;0.485;1100.95;1;2689.46;2689.46
Sole;1986;1;23;8;0.025;0;0.025;0.145292;0.170292;336.009;110;0.492;0.543;59.73;1;165.316;165.316
Sole;1986;1;23;9;0.025;0;0.025;0.145292;0.170292;721.996;283;0.59;0.568;160.744;1;425.978;425.978
