Species;Year;Quarter;Species Number;Age;M1;M2;M;F;Z;Stock Numbers;Catch numbers (1000);Mean Stock weight (kg);Catch Mean weight (kg);Yield (tonnes);Proportion Mature;Biomass (tonnes);Spawning Biomasss (tonnes)
Whiting;2005;3;16;4;0.05;0.0168614;0.075;0.061036;0.127897;76569.3;0;0.326842;0.001;0;1;25026.1;25026.1
Whiting;2005;3;16;5;0.05;0.0168614;0.0625;0.0646242;0.131486;47849.5;0;0.320144;0.001;0;1;15318.7;15318.7
Whiting;2005;3;16;6;0.05;0.0207364;0.0625;0.0687574;0.139494;26093.6;0;0.291939;0.001;0;1;7617.73;7617.73
Whiting;2005;3;16;7;0.05;0.0207364;0.05;0.0710334;0.14177;7877.83;0;0.296122;0.001;0;1;2332.8;2332.8
Whiting;2005;3;16;8;0.05;0.0207364;0.05;0.0710334;0.14177;2271.14;0;0.310853;0.001;0;1;705.989;705.989
Whiting;2005;4;16;0;0.05;0.87611;0.6375;0.000663033;0.926773;2326520;0;0.0192;0.001;0;0;44669.1;0
Whiting;2005;4;16;1;0.05;0.161856;0.2375;0.025091;0.236947;238607;0;0.102;0.001;0;0.11;24337.9;2677.17
Whiting;2005;4;16;2;0.05;0.048427;0.1125;0.045708;0.144135;84353.3;0;0.19;0.001;0;0.92;16027.1;14745
Whiting;2005;4;16;3;0.05;0.0280427;0.0875;0.0571854;0.135228;39205.6;0;0.313933;0.001;0;1;12307.9;12307.9
Whiting;2005;4;16;4;0.05;0.0228498;0.075;0.0690452;0.141895;67376.7;0;0.342947;0.001;0;1;23106.6;23106.6
Whiting;2005;4;16;5;0.05;0.0280427;0.0625;0.0731043;0.151147;41954.1;0;0.327677;0.001;0;1;13747.4;13747.4
Whiting;2005;4;16;6;0.05;0.0280427;0.0625;0.0777799;0.155823;22696.1;0;0.303766;0.001;0;1;6894.32;6894.32
Whiting;2005;4;16;7;0.05;0.0280427;0.05;0.0803546;0.158397;6836.55;0;0.302132;0.001;0;1;2065.54;2065.54
Whiting;2005;4;16;8;0.05;0.0280427;0.05;0.0803546;0.158397;1970.94;0;0.327354;0.001;0;1;645.195;645.195
Whiting;2006;1;16;1;0.05;0.458702;0.2375;0.0099463;0.518649;920903;38696;0.039;0.115;4450.04;0.11;35915.2;3950.67
Whiting;2006;1;16;2;0.05;0.10785;0.1125;0.0498835;0.207734;188269;38814;0.125;0.182;7064.15;0.92;23533.6;21650.9
Whiting;2006;1;16;3;0.05;0.0381714;0.0875;0.12286;0.211031;73030.6;23204;0.238;0.229;5313.72;1;17381.3;17381.3
Whiting;2006;1;16;4;0.05;0.0381714;0.075;0.14834;0.236511;34246.7;8463;0.288;0.281;2378.1;1;9863.06;9863.06
Whiting;2006;1;16;5;0.05;0.0381714;0.0625;0.15706;0.245232;58463.6;15160;0.287;0.29;4396.4;1;16779;16779
Whiting;2006;1;16;6;0.05;0.0381714;0.0625;0.167106;0.255277;36068.8;12050;0.277;0.359;4325.95;1;9991.07;9991.07
Whiting;2006;1;16;7;0.05;0.0381714;0.05;0.172637;0.260808;19421.3;4759;0.277;0.343;1632.34;1;5379.71;5379.71
Whiting;2006;1;16;8;0.05;0.0197666;0.05;0.172637;0.242404;7517.28;1528;0.327452;0.313;478.264;1;2461.55;2461.55
Whiting;2006;2;16;1;0.05;0.393235;0.2375;0.0266463;0.469881;548236;0;0.0635;0.001;0;0.11;34813;3829.43
Whiting;2006;2;16;2;0.05;0.100058;0.1125;0.0521204;0.202178;152954;0;0.153;0.001;0;0.92;23401.9;21529.8
Whiting;2006;2;16;3;0.05;0.0425843;0.0875;0.0794809;0.172065;59136.5;0;0.262933;0.001;0;1;15548.9;15548.9
Whiting;2006;2;16;4;0.05;0.0352387;0.075;0.0959646;0.181203;27033.6;0;0.309789;0.001;0;1;8374.71;8374.71
Whiting;2006;2;16;5;0.05;0.0425843;0.0625;0.101606;0.194191;45749.1;0;0.301312;0.001;0;1;13784.8;13784.8
Whiting;2006;2;16;6;0.05;0.0425843;0.0625;0.108105;0.200689;27942.6;0;0.283225;0.001;0;1;7914.04;7914.04
Whiting;2006;2;16;7;0.05;0.0425843;0.05;0.111683;0.204268;14962.8;0;0.287927;0.001;0;1;4308.18;4308.18
Whiting;2006;2;16;8;0.05;0.0425843;0.05;0.111683;0.204268;5899.11;0;0.303954;0.001;0;1;1793.06;1793.06
Whiting;2006;3;16;0;0.05;0.696417;0.6375;0.00659191;0.753009;3511260;0;0.0073;0.001;0;0;25632.2;0
Whiting;2006;3;16;1;0.05;0.158193;0.2375;0.0216117;0.229805;342690;0;0.0811;0.001;0;0.11;27792.1;3057.13
Whiting;2006;3;16;2;0.05;0.0399759;0.1125;0.0407121;0.130688;124955;0;0.17;0.001;0;0.92;21242.4;19543
Whiting;2006;3;16;3;0.05;0.0221784;0.0875;0.0618496;0.134028;49788.4;0;0.287867;0.001;0;1;14332.4;14332.4
Whiting;2006;3;16;4;0.05;0.0197869;0.075;0.0746767;0.144464;22553.2;0;0.326842;0.001;0;1;7371.33;7371.33
Whiting;2006;3;16;5;0.05;0.0197869;0.0625;0.0790668;0.148854;37674.4;0;0.320144;0.001;0;1;12061.2;12061.2
Whiting;2006;3;16;6;0.05;0.0221784;0.0625;0.0841238;0.156302;22861.7;0;0.291939;0.001;0;1;6674.22;6674.22
Whiting;2006;3;16;7;0.05;0.0221784;0.05;0.0869084;0.159087;12198.3;0;0.296122;0.001;0;1;3612.18;3612.18
Whiting;2006;3;16;8;0.05;0.0221784;0.05;0.0869084;0.159087;4809.21;0;0.310853;0.001;0;1;1494.96;1494.96
Whiting;2006;4;16;0;0.05;0.891632;0.6375;0.000811212;0.942444;1653620;0;0.0192;0.001;0;0;31749.5;0
Whiting;2006;4;16;1;0.05;0.140809;0.2375;0.0306985;0.221507;272332;0;0.102;0.001;0;0.11;27777.8;3055.56
Whiting;2006;4;16;2;0.05;0.0567428;0.1125;0.0559232;0.162666;109647;0;0.19;0.001;0;0.92;20833;19166.4
Whiting;2006;4;16;3;0.05;0.0331282;0.0875;0.0699656;0.153094;43543.3;0;0.313933;0.001;0;1;13669.7;13669.7
Whiting;2006;4;16;4;0.05;0.0297742;0.075;0.0844759;0.16425;19519.5;0;0.342947;0.001;0;1;6694.15;6694.15
Whiting;2006;4;16;5;0.05;0.0331282;0.0625;0.0894421;0.17257;32463.9;0;0.327677;0.001;0;1;10637.7;10637.7
Whiting;2006;4;16;6;0.05;0.0331282;0.0625;0.0951626;0.178291;19553.6;0;0.303766;0.001;0;1;5939.73;5939.73
Whiting;2006;4;16;7;0.05;0.0331282;0.05;0.0983127;0.181441;10404.2;0;0.302132;0.001;0;1;3143.44;3143.44
Whiting;2006;4;16;8;0.05;0.0331282;0.05;0.0983127;0.181441;4101.89;0;0.327354;0.001;0;1;1342.77;1342.77
Whiting;2007;1;16;1;0.05;0.582425;0.2375;0.00944398;0.641869;644373;86734;0.039;0.065;5637.71;0.11;25130.6;2764.36
Whiting;2007;1;16;2;0.05;0.104365;0.1125;0.0473642;0.201729;218222;30562;0.125;0.213;6509.71;0.92;27277.8;25095.5
Whiting;2007;1;16;3;0.05;0.0433038;0.0875;0.116655;0.209958;93186.6;23423;0.238;0.259;6066.56;1;22178.4;22178.4
Whiting;2007;1;16;4;0.05;0.0433038;0.075;0.140848;0.234152;37362.3;9561;0.288;0.326;3116.89;1;10760.3;10760.3
Whiting;2007;1;16;5;0.05;0.0433038;0.0625;0.149128;0.242432;16562.9;3882;0.287;0.344;1335.41;1;4753.54;4753.54
Whiting;2007;1;16;6;0.05;0.0433038;0.0625;0.158666;0.25197;27318.3;7603;0.277;0.309;2349.33;1;7567.17;7567.17
Whiting;2007;1;16;7;0.05;0.0433038;0.05;0.163918;0.257222;16360.5;5169;0.277;0.312;1612.73;1;4531.86;4531.86
Whiting;2007;1;16;8;0.05;0.0226496;0.05;0.163918;0.236568;12099.1;3057;0.327452;0.3229;987.105;1;3961.86;3961.86
Whiting;2007;2;16;1;0.05;0.511314;0.2375;0.0253005;0.586614;339139;0;0.0635;0.001;0;0.11;21535.3;2368.88
Whiting;2007;2;16;2;0.05;0.103962;0.1125;0.0494881;0.20345;178357;0;0.153;0.001;0;0.92;27288.5;25105.5
Whiting;2007;2;16;3;0.05;0.0533909;0.0875;0.0754668;0.178858;75538.7;0;0.262933;0.001;0;1;19861.6;19861.6
Whiting;2007;2;16;4;0.05;0.0377188;0.075;0.091118;0.178837;29562.6;0;0.309789;0.001;0;1;9158.16;9158.16
Whiting;2007;2;16;5;0.05;0.0533909;0.0625;0.0964748;0.199866;12997.2;0;0.301312;0.001;0;1;3916.2;3916.2
Whiting;2007;2;16;6;0.05;0.0533909;0.0625;0.102645;0.206036;21233.7;0;0.283225;0.001;0;1;6013.9;6013.9
Whiting;2007;2;16;7;0.05;0.0533909;0.05;0.106043;0.209434;12649.9;0;0.287927;0.001;0;1;3642.24;3642.24
Whiting;2007;2;16;8;0.05;0.0533909;0.05;0.106043;0.209434;9550.18;0;0.303954;0.001;0;1;2902.81;2902.81
Whiting;2007;3;16;0;0.05;0.763202;0.6375;0.00625899;0.819461;10869100;0;0.0073;0.001;0;0;79344.5;0
Whiting;2007;3;16;1;0.05;0.192602;0.2375;0.0205202;0.263122;188631;0;0.0811;0.001;0;0.11;15298;1682.78
Whiting;2007;3;16;2;0.05;0.0394702;0.1125;0.0386559;0.128126;145523;0;0.17;0.001;0;0.92;24738.9;22759.8
Whiting;2007;3;16;3;0.05;0.0261774;0.0875;0.0587259;0.134903;63167.3;0;0.287867;0.001;0;1;18183.8;18183.8
Whiting;2007;3;16;4;0.05;0.0217704;0.075;0.0709052;0.142676;24721.5;0;0.326842;0.001;0;1;8080.02;8080.02
Whiting;2007;3;16;5;0.05;0.0217704;0.0625;0.0750737;0.146844;10642.6;0;0.320144;0.001;0;1;3407.17;3407.17
Whiting;2007;3;16;6;0.05;0.0261774;0.0625;0.0798752;0.156053;17280;0;0.291939;0.001;0;1;5044.71;5044.71
Whiting;2007;3;16;7;0.05;0.0261774;0.05;0.0825192;0.158697;10259.6;0;0.296122;0.001;0;1;3038.09;3038.09
Whiting;2007;3;16;8;0.05;0.0261774;0.05;0.0825192;0.158697;7745.61;0;0.310853;0.001;0;1;2407.75;2407.75
Whiting;2007;4;16;0;0.05;0.963779;0.6375;0.000770243;1.01455;4789680;0;0.0192;0.001;0;0;91961.9;0
Whiting;2007;4;16;1;0.05;0.193075;0.2375;0.0291481;0.272223;144991;0;0.102;0.001;0;0.11;14789.1;1626.8
Whiting;2007;4;16;2;0.05;0.102913;0.1125;0.0530988;0.206012;128023;0;0.19;0.001;0;0.92;24324.3;22378.4
Whiting;2007;4;16;3;0.05;0.0410671;0.0875;0.0664321;0.157499;55195.6;0;0.313933;0.001;0;1;17327.7;17327.7
Whiting;2007;4;16;4;0.05;0.0347795;0.075;0.0802095;0.164989;21434.4;0;0.342947;0.001;0;1;7350.86;7350.86
Whiting;2007;4;16;5;0.05;0.0410671;0.0625;0.084925;0.175992;9189.13;0;0.327677;0.001;0;1;3011.07;3011.07
Whiting;2007;4;16;6;0.05;0.0410671;0.0625;0.0903566;0.181424;14783.3;0;0.303766;0.001;0;1;4490.67;4490.67
Whiting;2007;4;16;7;0.05;0.0410671;0.05;0.0933476;0.184415;8754.06;0;0.302132;0.001;0;1;2644.88;2644.88
Whiting;2007;4;16;8;0.05;0.0410671;0.05;0.0933476;0.184415;6608.98;0;0.327354;0.001;0;1;2163.48;2163.48
Haddock;1963;1;17;1;0.05;0.217314;0.4125;0.0440266;0.31134;17608800;1305780;0.055;0.123;160611;0.01;968482;9684.82
Haddock;1963;1;17;2;0.05;0.0700988;0.1;0.136095;0.256193;536436;334953;0.191;0.253;84743.1;0.32;102459;32786.9
Haddock;1963;1;17;3;0.05;0.0419496;0.0625;0.210862;0.302812;54025.3;20959;0.473;0.473;9913.61;0.71;25554;18143.3
Haddock;1963;1;17;4;0.05;0.0269268;0.0625;0.225887;0.302814;29250.2;13025;0.695;0.695;9052.38;0.87;20328.9;17686.1
Haddock;1963;1;17;5;0.05;0.0266322;0.05;0.233982;0.310614;11686.8;5780;0.807;0.807;4664.46;0.95;9431.25;8959.69
Haddock;1963;1;17;6;0.05;0.012173;0.05;0.244808;0.306981;1307.2;503;1.004;1.003;504.509;1;1312.43;1312.43
Haddock;1963;1;17;7;0.05;0.012173;0.05;0.193289;0.255462;1347.42;653;1.131;1.131;738.543;1;1523.94;1523.94
Haddock;1963;1;17;8;0.05;0.012173;0.05;0.193289;0.255462;1254.25;566;1.173;1.173;663.918;1;1471.23;1471.23
Haddock;1963;1;17;9;0.05;0.00305155;0.05;0.193289;0.246341;132.492;59;1.576;1.576;92.984;1;208.808;208.808
Haddock;1963;1;17;10;0.05;0;0.05;0.193289;0.243289;39.7477;18;1.93944;1.825;32.85;1;77.0881;77.0881
Haddock;1963;2;17;1;0.05;0.128782;0.4125;0.0208844;0.199666;12897800;0;0.082;0.001;0;0.01;1057620;10576.2
Haddock;1963;2;17;2;0.05;0.0654406;0.1;0.129423;0.244864;415197;0;0.231;0.001;0;0.32;95910.5;30691.4
Haddock;1963;2;17;3;0.05;0.0364962;0.0625;0.200526;0.287022;39910.6;0;0.525842;0.001;0;0.71;20986.6;14900.5
Haddock;1963;2;17;4;0.05;0.0220834;0.0625;0.214814;0.286898;21608.2;0;0.754608;0.001;0;0.87;16305.7;14186
Haddock;1963;2;17;5;0.05;0.0220834;0.05;0.222512;0.294595;8566.39;0;0.865866;0.001;0;0.95;7417.35;7046.48
Haddock;1963;2;17;6;0.05;0.00997595;0.05;0.232807;0.292783;961.662;0;1.06173;0.001;0;1;1021.02;1021.02
Haddock;1963;2;17;7;0.05;0.00997595;0.05;0.183814;0.24379;1043.66;0;1.17852;0.001;0;1;1229.97;1229.97
Haddock;1963;2;17;8;0.05;0.00997595;0.05;0.183814;0.24379;971.489;0;1.22924;0.001;0;1;1194.19;1194.19
Haddock;1963;2;17;9;0.05;0.00124924;0.05;0.183814;0.235063;103.563;0;1.64723;0.001;0;1;170.593;170.593
Haddock;1963;2;17;10;0.05;0;0.05;0.183814;0.233814;31.164;0;1.9808;0.001;0;1;61.7297;61.7297
Haddock;1963;3;17;0;0.05;0.607808;0.5125;0.00850804;0.666316;2747810;0;0.01;0.001;0;0;27478.1;0
Haddock;1963;3;17;1;0.05;0.0673396;0.4125;0.0409222;0.158262;10563400;0;0.115;0.001;0;0.01;1214790;12147.9
Haddock;1963;3;17;2;0.05;0.0471812;0.1;0.116414;0.213595;325021;0;0.274;0.001;0;0.32;89055.7;28497.8
Haddock;1963;3;17;3;0.05;0.02934;0.0625;0.18037;0.25971;29952.7;0;0.58255;0.001;0;0.71;17448.9;12388.7
Haddock;1963;3;17;4;0.05;0.0291003;0.0625;0.193222;0.272322;16218.9;0;0.819288;0.001;0;0.87;13287.9;11560.5
Haddock;1963;3;17;5;0.05;0.0179876;0.05;0.200146;0.268134;6380.53;0;0.923662;0.001;0;0.95;5893.45;5598.78
Haddock;1963;3;17;6;0.05;0.0179876;0.05;0.209407;0.277394;717.577;0;1.11326;0.001;0;1;798.853;798.853
Haddock;1963;3;17;7;0.05;0.00775586;0.05;0.165338;0.223094;817.866;0;1.23555;0.001;0;1;1010.51;1010.51
Haddock;1963;3;17;8;0.05;0.00775586;0.05;0.165338;0.223094;761.31;0;1.29351;0.001;0;1;984.765;984.765
Haddock;1963;3;17;9;0.05;0.0010363;0.05;0.165338;0.216374;81.869;0;1.69175;0.001;0;1;138.502;138.502
Haddock;1963;3;17;10;0.05;0;0.05;0.165338;0.215338;24.6666;0;2.18894;0.001;0;1;53.9936;53.9936
Haddock;1963;4;17;0;0.05;0.867555;0.5125;0.00824423;0.925799;1411270;0;0.03;0.001;0;0;42338.1;0
Haddock;1963;4;17;1;0.05;0.12668;0.4125;0.0352777;0.211958;9017150;0;0.122;0.001;0;0.01;1100090;11000.9
Haddock;1963;4;17;2;0.05;0.0656714;0.1;0.0833913;0.199063;262511;0;0.327;0.001;0;0.32;85841.2;27469.2
Haddock;1963;4;17;3;0.05;0.0400955;0.0625;0.129205;0.2193;23101.8;0;0.644414;0.001;0;0.71;14887.1;10569.8
Haddock;1963;4;17;4;0.05;0.0397975;0.0625;0.138411;0.228209;12352.4;0;0.887774;0.001;0;0.87;10966.2;9540.55
Haddock;1963;4;17;5;0.05;0.0243081;0.05;0.143371;0.217679;4879.87;0;0.983598;0.001;0;0.95;4799.83;4559.84
Haddock;1963;4;17;6;0.05;0.0243081;0.05;0.150005;0.224313;543.748;0;1.16481;0.001;0;1;633.36;633.36
Haddock;1963;4;17;7;0.05;0.0100659;0.05;0.118437;0.178503;654.325;0;1.31158;0.001;0;1;858.2;858.2
Haddock;1963;4;17;8;0.05;0.0100659;0.05;0.118437;0.178503;609.078;0;1.35779;0.001;0;1;826.999;826.999
Haddock;1963;4;17;9;0.05;0.00361389;0.05;0.118437;0.172051;65.9401;0;1.72737;0.001;0;1;113.903;113.903
Haddock;1963;4;17;10;0.05;0;0.05;0.118437;0.168437;19.8879;0;2.20019;0.001;0;1;43.7571;43.7571
Haddock;1964;1;17;1;0.05;0.717892;0.4125;0.0470177;0.81491;559166;7425;0.055;0.118;876.15;0.01;30754.1;307.541
Haddock;1964;1;17;2;0.05;0.0774224;0.1;0.145341;0.272763;7294870;1295360;0.191;0.239;309592;0.32;1393320;445862
Haddock;1964;1;17;3;0.05;0.0378437;0.0625;0.225188;0.313031;215128;135109;0.403;0.403;54448.9;0.71;86696.4;61554.4
Haddock;1964;1;17;4;0.05;0.0236014;0.0625;0.241234;0.314835;18552.6;9066;0.664;0.664;6019.82;0.87;12318.9;10717.5
Haddock;1964;1;17;5;0.05;0.0230774;0.05;0.249878;0.322955;9832.01;5348;0.814;0.814;4353.27;0.95;8003.25;7603.09
Haddock;1964;1;17;6;0.05;0.0140667;0.05;0.26144;0.325506;3925.28;2405;0.908;0.908;2183.74;1;3564.16;3564.16
Haddock;1964;1;17;7;0.05;0.00598518;0.05;0.206421;0.262406;434.49;287;1.382;1.382;396.634;1;600.465;600.465
Haddock;1964;1;17;8;0.05;0.00598518;0.05;0.206421;0.262406;547.357;236;1.148;1.148;270.928;1;628.366;628.366
Haddock;1964;1;17;9;0.05;0.00140484;0.05;0.206421;0.257826;509.507;231;1.47;1.47;339.57;1;748.975;748.975
Haddock;1964;1;17;10;0.05;0;0.05;0.206421;0.256421;72.3223;25;1.89268;1.781;44.525;1;136.883;136.883
Haddock;1964;2;17;1;0.05;0.247457;0.4125;0.0223033;0.31976;247531;0;0.082;0.001;0;0.01;20297.5;202.975
Haddock;1964;2;17;2;0.05;0.085864;0.1;0.138216;0.27408;5553390;0;0.231;0.001;0;0.32;1282830;410506
Haddock;1964;2;17;3;0.05;0.0388106;0.0625;0.214149;0.30296;157307;0;0.448022;0.001;0;0.71;70477;50038.7
Haddock;1964;2;17;4;0.05;0.0365101;0.0625;0.229409;0.315919;13541.7;0;0.720949;0.001;0;0.87;9762.87;8493.7
Haddock;1964;2;17;5;0.05;0.0219977;0.05;0.237629;0.309627;7118.43;0;0.873377;0.001;0;0.95;6217.08;5906.22
Haddock;1964;2;17;6;0.05;0.0133511;0.05;0.248624;0.311975;2834.69;0;0.960205;0.001;0;1;2721.88;2721.88
Haddock;1964;2;17;7;0.05;0.00575784;0.05;0.196302;0.25206;334.209;0;1.44007;0.001;0;1;481.283;481.283
Haddock;1964;2;17;8;0.05;0.00575784;0.05;0.196302;0.25206;421.026;0;1.20304;0.001;0;1;506.512;506.512
Haddock;1964;2;17;9;0.05;0.0051884;0.05;0.196302;0.251491;393.711;0;1.53644;0.001;0;1;604.914;604.914
Haddock;1964;2;17;10;0.05;0;0.05;0.196302;0.246302;55.9642;0;1.93305;0.001;0;1;108.181;108.181
Haddock;1964;3;17;0;0.05;0.589269;0.5125;0.00908607;0.648355;3120740;0;0.01;0.001;0;0;31207.4;0
Haddock;1964;3;17;1;0.05;0.13711;0.4125;0.0437024;0.230813;179788;0;0.115;0.001;0;0.01;20675.6;206.756
Haddock;1964;3;17;2;0.05;0.0630126;0.1;0.124323;0.237336;4222080;0;0.274;0.001;0;0.32;1156850;370192
Haddock;1964;3;17;3;0.05;0.0315194;0.0625;0.192624;0.274143;116192;0;0.496338;0.001;0;0.71;57670.3;40945.9
Haddock;1964;3;17;4;0.05;0.0310483;0.0625;0.206349;0.287398;9873.51;0;0.782745;0.001;0;0.87;7728.44;6723.74
Haddock;1964;3;17;5;0.05;0.0187178;0.05;0.213744;0.282461;5222.94;0;0.931674;0.001;0;0.95;4866.08;4622.78
Haddock;1964;3;17;6;0.05;0.0187178;0.05;0.223633;0.292351;2074.99;0;1.00682;0.001;0;1;2089.14;2089.14
Haddock;1964;3;17;7;0.05;0.00502629;0.05;0.176571;0.231597;259.747;0;1.50975;0.001;0;1;392.152;392.152
Haddock;1964;3;17;8;0.05;0.00502629;0.05;0.176571;0.231597;327.221;0;1.26595;0.001;0;1;414.244;414.244
Haddock;1964;3;17;9;0.05;0.00455807;0.05;0.176571;0.231129;306.166;0;1.57797;0.001;0;1;483.12;483.12
Haddock;1964;3;17;10;0.05;0;0.05;0.176571;0.226571;43.7464;0;2.13617;0.001;0;1;93.4496;93.4496
Haddock;1964;4;17;0;0.05;0.762565;0.5125;0.00880433;0.821369;1631850;0;0.03;0.001;0;0;48955.5;0
Haddock;1964;4;17;1;0.05;0.205705;0.4125;0.0376745;0.293379;142731;0;0.122;0.001;0;0.01;17413.2;174.132
Haddock;1964;4;17;2;0.05;0.0844652;0.1;0.0890568;0.223522;3330070;0;0.327;0.001;0;0.32;1088930;348458
Haddock;1964;4;17;3;0.05;0.0818995;0.0625;0.137983;0.269882;88331.5;0;0.549046;0.001;0;0.71;48498.1;34433.6
Haddock;1964;4;17;4;0.05;0.0409798;0.0625;0.147815;0.238795;7407.24;0;0.848175;0.001;0;0.87;6282.63;5465.89
Haddock;1964;4;17;5;0.05;0.0242569;0.05;0.153111;0.227368;3937.71;0;0.99213;0.001;0;0.95;3906.72;3711.38
Haddock;1964;4;17;6;0.05;0.0242569;0.05;0.160196;0.234453;1548.99;0;1.05343;0.001;0;1;1631.76;1631.76
Haddock;1964;4;17;7;0.05;0.00546256;0.05;0.126483;0.181946;206.048;0;1.60265;0.001;0;1;330.224;330.224
Haddock;1964;4;17;8;0.05;0.00604849;0.05;0.126483;0.182532;259.573;0;1.32885;0.001;0;1;344.933;344.933
Haddock;1964;4;17;9;0.05;0.00546256;0.05;0.126483;0.181946;242.985;0;1.61119;0.001;0;1;391.494;391.494
Haddock;1964;4;17;10;0.05;0;0.05;0.126483;0.176483;34.8774;0;2.14715;0.001;0;1;74.8868;74.8868
Haddock;1965;1;17;1;0.05;0.677883;0.4125;0.0414712;0.769354;717734;367501;0.055;0.069;25357.6;0.01;39475.4;394.754
Haddock;1965;1;17;2;0.05;0.118389;0.1;0.128195;0.296584;106440;15151;0.191;0.226;3424.13;0.32;20330.1;6505.63
Haddock;1965;1;17;3;0.05;0.0586086;0.0625;0.198623;0.307232;2663040;649052;0.366;0.366;237553;0.71;974674;692019
Haddock;1965;1;17;4;0.05;0.0282678;0.0625;0.212776;0.291044;67438.4;29485;0.648;0.648;19106.3;0.87;43700.1;38019.1
Haddock;1965;1;17;5;0.05;0.0274848;0.05;0.220401;0.297885;5833.77;4659;0.844;0.845;3936.86;0.95;4923.7;4677.51
Haddock;1965;1;17;6;0.05;0.0161074;0.05;0.230598;0.296706;3136.89;1971;1.193;1.193;2351.4;1;3742.31;3742.31
Haddock;1965;1;17;7;0.05;0.0161074;0.05;0.18207;0.248177;1225.26;452;1.173;1.173;530.196;1;1437.23;1437.23
Haddock;1965;1;17;8;0.05;0.00920799;0.05;0.18207;0.241278;171.771;107;1.482;1.482;158.574;1;254.565;254.565
Haddock;1965;1;17;9;0.05;0.00129224;0.05;0.18207;0.233362;216.265;90;1.707;1.707;153.63;1;369.165;369.165
Haddock;1965;1;17;10;0.05;0;0.05;0.18207;0.23207;231.798;41;2.3794;2.239;91.799;1;551.54;551.54
Haddock;1965;2;17;1;0.05;0.436487;0.4125;0.0196722;0.506159;332535;0;0.082;0.001;0;0.01;27267.9;272.679
Haddock;1965;2;17;2;0.05;0.119959;0.1;0.121911;0.29187;79122.7;0;0.231;0.001;0;0.32;18277.3;5848.75
Haddock;1965;2;17;3;0.05;0.0626526;0.0625;0.188887;0.301539;1958620;0;0.406888;0.001;0;0.71;796937;565826
Haddock;1965;2;17;4;0.05;0.0568733;0.0625;0.202346;0.309219;50409;0;0.703577;0.001;0;0.87;35466.6;30856
Haddock;1965;2;17;5;0.05;0.0266146;0.05;0.209597;0.286211;4330.91;0;0.905565;0.001;0;0.95;3921.92;3725.82
Haddock;1965;2;17;6;0.05;0.0156253;0.05;0.219295;0.28492;2331.53;0;1.26159;0.001;0;1;2941.44;2941.44
Haddock;1965;2;17;7;0.05;0.0156253;0.05;0.173145;0.23877;955.975;0;1.22229;0.001;0;1;1168.47;1168.47
Haddock;1965;2;17;8;0.05;0.0091009;0.05;0.173145;0.232246;134.947;0;1.55306;0.001;0;1;209.581;209.581
Haddock;1965;2;17;9;0.05;0.000855277;0.05;0.173145;0.224;171.253;0;1.78415;0.001;0;1;305.542;305.542
Haddock;1965;2;17;10;0.05;0;0.05;0.173145;0.223145;183.79;0;2.43015;0.001;0;1;446.638;446.638
Haddock;1965;3;17;0;0.05;0.668686;0.5125;0.00801421;0.7267;6713260;0;0.01;0.001;0;0;67132.6;0
Haddock;1965;3;17;1;0.05;0.253346;0.4125;0.038547;0.341893;200454;0;0.115;0.001;0;0.01;23052.2;230.522
Haddock;1965;3;17;2;0.05;0.0758776;0.1;0.109657;0.235535;59094;0;0.274;0.001;0;0.32;16191.8;5181.36
Haddock;1965;3;17;3;0.05;0.0725587;0.0625;0.169901;0.292459;1448750;0;0.450768;0.001;0;0.71;653049;463665
Haddock;1965;3;17;4;0.05;0.0478375;0.0625;0.182007;0.279845;37001.2;0;0.763883;0.001;0;0.87;28264.6;24590.2
Haddock;1965;3;17;5;0.05;0.0226019;0.05;0.188529;0.261131;3252.96;0;0.966011;0.001;0;0.95;3142.4;2985.28
Haddock;1965;3;17;6;0.05;0.0129547;0.05;0.197252;0.260207;1753.49;0;1.32283;0.001;0;1;2319.57;2319.57
Haddock;1965;3;17;7;0.05;0.0129547;0.05;0.155741;0.218696;752.921;0;1.28143;0.001;0;1;964.815;964.815
Haddock;1965;3;17;8;0.05;0.00779863;0.05;0.155741;0.21354;106.98;0;1.63426;0.001;0;1;174.833;174.833
Haddock;1965;3;17;9;0.05;0.00548452;0.05;0.155741;0.211226;136.885;0;1.83237;0.001;0;1;250.825;250.825
Haddock;1965;3;17;10;0.05;0;0.05;0.155741;0.205741;147.032;0;2.6855;0.001;0;1;394.855;394.855
Haddock;1965;4;17;0;0.05;0.882155;0.5125;0.00776571;0.939921;3245880;0;0.03;0.001;0;0;97376.3;0
Haddock;1965;4;17;1;0.05;0.386385;0.4125;0.0332301;0.469615;142408;0;0.122;0.001;0;0.01;17373.7;173.737
Haddock;1965;4;17;2;0.05;0.107796;0.1;0.0785511;0.236347;46693;0;0.327;0.001;0;0.32;15268.6;4885.96
Haddock;1965;4;17;3;0.05;0.102211;0.0625;0.121705;0.273916;1081380;0;0.498638;0.001;0;0.71;539218;382845
Haddock;1965;4;17;4;0.05;0.0665155;0.0625;0.130378;0.246893;27969.3;0;0.827737;0.001;0;0.87;23151.2;20141.5
Haddock;1965;4;17;5;0.05;0.0305153;0.05;0.135049;0.215565;2505.37;0;1.02869;0.001;0;0.95;2577.26;2448.4
